speed,speedForward,speedAbs,yaw,steer,surfaceMu,distToCenterline,progress,offTrack,posX,posY,heading0,heading1,heading2,curv0,curv1,curv2,ray0,ray1,ray2,ray3,ray4,ray5,ray6,ray7,ray8,ray9,ray10,ray11,ray12,ray13,ray14,ray15,ray16,ray17,ray18,ray19,ray20,ray21,ray22,ray23,ray24,ray25,ray26,ray27,ray28,ray29,ray30,ray31,targetThrottle,targetBrake,targetSteer,targetHandbrake,dt,carIndex,isAI,sourceTag
8.992026,8.992026,8.992026,-35.990295,-0.040265,1.200000,0.438468,0.571875,0,-13.375829,-36.946613,-0.093926,0.065526,0.304342,-0.034179,0.012128,0.037707,0.096110,0.129595,0.337799,0.799168,0.462028,0.194734,0.145986,0.148605,0.118332,0.159560,0.415903,0.823841,0.364912,0.165614,0.124156,0.126383,0.085051,0.114684,0.298931,0.835597,0.472910,0.212429,0.159252,0.162108,0.107274,0.144648,0.377036,0.860270,0.375793,0.183308,0.137421,0.139886,0.455504,0.000000,-0.039195,0,0.016667,0,1,scripted_ai
8.991044,8.991044,8.991044,-35.992367,-0.039195,1.200000,0.493192,0.571875,0,-13.403038,-36.799339,-0.095729,0.067891,0.308855,-0.035801,0.012741,0.038600,0.098447,0.132551,0.343714,0.791179,0.462660,0.191908,0.143262,0.145670,0.120670,0.162471,0.421300,0.815765,0.364668,0.162183,0.121407,0.123447,0.087487,0.117793,0.305446,0.827638,0.473233,0.208987,0.156443,0.159072,0.109709,0.147713,0.383031,0.852225,0.375241,0.179792,0.134588,0.136850,0.455785,0.000000,-0.038125,0,0.016667,0,1,scripted_ai
8.990099,8.990099,8.990099,-35.994381,-0.038125,1.200000,0.497644,0.575000,0,-13.429419,-36.651955,-0.066839,0.070286,0.325320,-0.020985,0.013378,0.039419,0.100739,0.135442,0.349459,0.783216,0.463392,0.191137,0.140578,0.142786,0.122962,0.165319,0.426547,0.807719,0.364533,0.158792,0.118699,0.120564,0.089873,0.120833,0.311766,0.819705,0.473659,0.205584,0.153677,0.156091,0.112096,0.150710,0.388854,0.844208,0.374799,0.176315,0.131799,0.133869,0.456055,0.000000,-0.037055,0,0.016667,0,1,scripted_ai
8.989189,8.989189,8.989189,-35.996338,-0.037055,1.200000,0.373271,0.575000,0,-13.455031,-36.504471,-0.067402,0.072710,0.329916,-0.021668,0.014039,0.040312,0.102989,0.138274,0.355053,0.775282,0.464209,0.190422,0.137931,0.139950,0.125211,0.168109,0.431664,0.799704,0.364492,0.155435,0.116029,0.117728,0.092215,0.123809,0.317911,0.811800,0.474173,0.202216,0.150951,0.153161,0.114438,0.153645,0.394521,0.836222,0.374457,0.172876,0.129049,0.130939,0.456315,0.000000,-0.035990,0,0.016667,0,1,scripted_ai
8.988314,8.988314,8.988314,-35.998241,-0.035990,1.200000,0.276008,0.575000,0,-13.479932,-36.356899,-0.068025,0.075164,0.334549,-0.022404,0.014725,0.041225,0.105200,0.141051,0.360507,0.767376,0.465107,0.189759,0.135318,0.137160,0.127422,0.170847,0.436660,0.791720,0.364542,0.152110,0.113394,0.114937,0.094516,0.126726,0.323893,0.803921,0.474772,0.198880,0.148260,0.150278,0.116738,0.156522,0.400046,0.828265,0.374208,0.169471,0.126337,0.128056,0.456565,0.000000,-0.034937,0,0.016667,0,1,scripted_ai
8.987472,8.987472,8.987472,-36.000088,-0.034937,1.200000,0.241132,0.575000,0,-13.504170,-36.209244,-0.068719,0.077643,0.339214,-0.023202,0.015436,0.042155,0.107375,0.143780,0.365841,0.759502,0.466066,0.189142,0.132737,0.134410,0.129597,0.173536,0.441555,0.783770,0.364665,0.148813,0.110791,0.112188,0.096778,0.129589,0.329734,0.796074,0.475436,0.195573,0.145604,0.147439,0.119000,0.159346,0.405448,0.820342,0.374036,0.166096,0.123658,0.125217,0.456806,0.000000,-0.033907,0,0.016667,0,1,scripted_ai
8.986661,8.986661,8.986661,-36.001881,-0.033907,1.200000,0.291852,0.575000,0,-13.527792,-36.061516,-0.069490,0.080151,0.343914,-0.024067,0.016174,0.043105,0.109517,0.146462,0.371064,0.751658,0.886097,0.188568,0.130185,0.131699,0.131739,0.176180,0.446358,0.775853,0.364858,0.147298,0.108218,0.109477,0.099004,0.132402,0.335443,0.788256,0.476163,0.192293,0.142979,0.144642,0.121226,0.162121,0.410737,0.812451,0.373937,0.162749,0.121012,0.122420,0.457037,0.000000,-0.032900,0,0.016667,0,1,scripted_ai
8.985881,8.985881,8.985881,-36.003620,-0.032900,1.200000,0.396533,0.575000,0,-13.550838,-35.913719,-0.070347,0.082686,0.348649,-0.025008,0.016940,0.044075,0.111628,0.149101,0.376189,0.743847,0.876717,0.188033,0.127660,0.129025,0.133850,0.178784,0.451079,0.767971,0.365110,0.146647,0.105673,0.106802,0.101196,0.135168,0.341034,0.780469,0.476942,0.191564,0.140383,0.141883,0.123418,0.164850,0.415924,0.804593,0.373903,0.159429,0.118396,0.119661,0.457260,0.000000,-0.031922,0,0.016667,0,1,scripted_ai
8.985130,8.985130,8.985130,-36.005306,-0.031922,1.200000,0.383964,0.578125,0,-13.573343,-35.765862,-0.020643,0.120080,0.362102,-0.006103,0.022368,0.043793,0.113709,0.151702,0.381226,0.736067,0.867366,0.187534,0.125160,0.126384,0.135932,0.181349,0.455729,0.760122,0.365414,0.146035,0.103153,0.104162,0.103357,0.137890,0.346518,0.772713,0.477765,0.190935,0.137814,0.139162,0.125579,0.167537,0.421021,0.796769,0.373925,0.156131,0.115807,0.116939,0.457475,0.000000,0.054830,0,0.016667,0,1,scripted_ai
8.984408,8.984408,8.984408,-36.002407,0.054830,1.200000,0.235083,0.578125,0,-13.595419,-35.617973,-0.024578,0.118522,0.362285,-0.007430,0.022390,0.044199,0.116004,0.155079,0.392403,0.731449,0.859669,0.185537,0.122428,0.123817,0.138226,0.184787,0.467573,0.755622,0.357815,0.144232,0.100455,0.101595,0.105515,0.141057,0.356923,0.768054,0.469279,0.189162,0.135201,0.136735,0.127737,0.170765,0.432094,0.792228,0.366808,0.152337,0.113228,0.114512,0.457681,0.000000,0.050796,0,0.016667,0,1,scripted_ai
8.983714,8.983714,8.983714,-35.999722,0.050796,1.200000,0.088543,0.578125,0,-13.617160,-35.470062,-0.028295,0.117248,0.362756,-0.008751,0.022467,0.044646,0.118272,0.158412,0.403428,0.726645,0.851880,0.183663,0.119731,0.121264,0.140494,0.188176,0.479229,0.750928,0.350854,0.142536,0.097790,0.099042,0.107657,0.144194,0.367221,0.763212,0.461517,0.187494,0.132613,0.134311,0.129879,0.173959,0.443022,0.787495,0.360283,0.148614,0.110672,0.112089,0.457879,0.000000,0.047163,0,0.016667,0,1,scripted_ai
8.983046,8.983046,8.983046,-35.997231,0.047163,1.200000,0.071614,0.578125,0,-13.638646,-35.322132,-0.031825,0.116234,0.363493,-0.010075,0.022596,0.045132,0.120519,0.161707,0.414318,0.721673,0.844007,0.181896,0.117063,0.118720,0.142741,0.191523,0.490713,0.746059,0.344438,0.140933,0.095151,0.096498,0.109787,0.147307,0.377424,0.758204,0.454375,0.185916,0.130047,0.131888,0.132009,0.177124,0.453819,0.782589,0.354263,0.144953,0.108135,0.109665,0.458070,0.000000,0.043884,0,0.016667,0,1,scripted_ai
8.982403,8.982403,8.982403,-35.994911,0.043884,1.200000,0.217047,0.578125,0,-13.659946,-35.174194,-0.035204,0.115454,0.364469,-0.011414,0.022775,0.045654,0.122750,0.164972,0.425094,0.716553,0.836059,0.180218,0.114418,0.116183,0.144972,0.194837,0.502052,0.741035,0.338478,0.139406,0.092534,0.093960,0.111909,0.150402,0.387551,0.753050,0.447754,0.184413,0.127496,0.129462,0.134131,0.180268,0.464509,0.777531,0.348664,0.143601,0.105611,0.107240,0.458254,0.000000,0.040914,0,0.016667,0,1,scripted_ai
8.981784,8.981784,8.981784,-35.992748,0.040914,1.200000,0.365740,0.578125,0,-13.681119,-35.026253,-0.038458,0.114887,0.365670,-0.012778,0.023001,0.046212,0.124967,0.168211,0.435772,0.711300,0.828042,0.178614,0.111792,0.113648,0.147190,0.198124,0.513262,0.735871,0.332911,0.137943,0.089933,0.091426,0.114025,0.153482,0.397613,0.747766,0.441581,0.182971,0.124958,0.127032,0.136247,0.183394,0.475104,0.772336,0.343426,0.142300,0.103099,0.104810,0.458431,0.000000,0.038225,0,0.016667,0,1,scripted_ai
8.981188,8.981188,8.981188,-35.990730,0.038225,1.200000,0.410634,0.581250,0,-13.702212,-34.878311,0.023865,0.143782,0.371286,0.006524,0.026826,0.044258,0.127176,0.171431,0.446358,0.705925,0.819962,0.177075,0.109181,0.111113,0.149398,0.201386,0.524353,0.730580,0.327683,0.136534,0.087345,0.088891,0.116138,0.156552,0.407617,0.742361,0.435799,0.181583,0.122429,0.124596,0.138360,0.186507,0.485612,0.767016,0.338501,0.141042,0.100593,0.102373,0.458601,0.000000,0.035793,0,0.016667,0,1,scripted_ai
8.980615,8.980615,8.980615,-35.988838,0.035793,1.200000,0.285693,0.581250,0,-13.723269,-34.730373,0.022392,0.143869,0.372696,0.006249,0.027219,0.044799,0.129377,0.174635,0.456876,0.700445,0.811827,0.175590,0.107890,0.108578,0.151599,0.204631,0.535351,0.725179,0.322739,0.135170,0.084768,0.086356,0.118250,0.159615,0.417581,0.736852,0.430344,0.180237,0.119906,0.122152,0.140472,0.189611,0.496056,0.761586,0.333835,0.139817,0.098092,0.099930,0.458765,0.000000,0.033584,0,0.016667,0,1,scripted_ai
8.980063,8.980063,8.980063,-35.987064,0.033584,1.200000,0.198188,0.581250,0,-13.744321,-34.582447,0.021054,0.144130,0.374282,0.006001,0.027657,0.045369,0.131574,0.177827,0.467329,0.694867,0.803640,0.174149,0.107198,0.106039,0.153796,0.207861,0.546259,0.719675,0.318044,0.133842,0.082387,0.083817,0.120363,0.162675,0.427509,0.731249,0.425177,0.178927,0.117386,0.119699,0.142585,0.192709,0.506439,0.756056,0.329397,0.138620,0.095594,0.097477,0.458922,0.000000,0.031576,0,0.016667,0,1,scripted_ai
8.979533,8.979533,8.979533,-35.985397,0.031576,1.200000,0.203951,0.581250,0,-13.765398,-34.434532,0.019839,0.144555,0.376031,0.005777,0.028138,0.045968,0.133768,0.181010,0.477730,0.689202,0.795406,0.172747,0.106515,0.103496,0.155991,0.211080,0.557093,0.714080,0.313564,0.132545,0.081727,0.081274,0.122479,0.165733,0.437410,0.725559,0.842630,0.177646,0.114869,0.117237,0.144701,0.195803,0.516773,0.750437,0.325155,0.137445,0.093096,0.095015,0.459074,0.000000,0.029756,0,0.016667,0,1,scripted_ai
8.979023,8.979023,8.979023,-35.983826,0.029756,1.200000,0.297615,0.581250,0,-13.786524,-34.286633,0.018732,0.145132,0.377932,0.005576,0.028664,0.046594,0.135962,0.184186,0.488091,0.683460,0.787131,0.171375,0.105837,0.100947,0.158184,0.214291,0.558142,0.708404,0.309265,0.131273,0.081071,0.078725,0.124598,0.168791,0.447294,0.719794,0.834369,0.176389,0.112352,0.114765,0.146820,0.198895,0.527070,0.744738,0.321078,0.136287,0.090597,0.092543,0.459220,0.000000,0.028091,0,0.016667,0,1,scripted_ai
8.978532,8.978532,8.978532,-35.982342,0.028091,1.200000,0.424519,0.581250,0,-13.807718,-34.138748,0.017723,0.145852,0.379978,0.005396,0.029233,0.047247,0.138156,0.187360,0.498419,0.677648,0.778816,0.170030,0.105163,0.098392,0.160379,0.217496,0.553185,0.702655,0.305124,0.130021,0.080418,0.076170,0.126722,0.171853,0.457167,0.713960,0.826068,0.175151,0.109834,0.112282,0.148944,0.201989,0.537336,0.738966,0.317144,0.135142,0.088096,0.090060,0.459360,0.000000,0.026580,0,0.016667,0,1,scripted_ai
8.978059,8.978059,8.978059,-35.980938,0.026580,1.200000,0.549117,0.584375,0,-13.828997,-33.990883,0.016802,0.173083,0.380049,0.005235,0.032961,0.044586,0.140352,0.190531,0.508721,0.671774,0.770466,0.168705,0.104492,0.095829,0.162574,0.220698,0.548205,0.696840,0.301121,0.128784,0.079766,0.073607,0.128851,0.174918,0.467033,0.708064,0.817732,0.173928,0.107727,0.109788,0.151073,0.205085,0.547580,0.733130,0.313333,0.134007,0.085592,0.087566,0.459495,0.000000,0.113750,0,0.016667,0,1,scripted_ai
8.977604,8.977604,8.977604,-35.974915,0.113750,1.200000,0.453336,0.584375,0,-13.850452,-33.843048,0.011256,0.169604,0.377411,0.003590,0.032766,0.044663,0.142849,0.194772,0.524630,0.668981,0.763697,0.166036,0.103458,0.093294,0.165072,0.225072,0.544489,0.694304,0.291243,0.126487,0.078815,0.071072,0.131062,0.178700,0.484844,0.705180,0.811018,0.171689,0.106981,0.107527,0.153284,0.209000,0.567052,0.730504,0.304259,0.132140,0.083112,0.085304,0.459625,0.000000,0.107027,0,0.016667,0,1,scripted_ai
8.977166,8.977166,8.977166,-35.969250,0.107027,1.200000,0.392840,0.584375,0,-13.872161,-33.695251,0.006051,0.166531,0.375175,0.001977,0.032644,0.044786,0.145351,0.199007,0.520695,0.665953,0.756797,0.163494,0.102445,0.092672,0.167573,0.229432,0.540686,0.691521,0.282207,0.124289,0.077879,0.070450,0.133294,0.182499,0.502883,0.702067,0.804172,0.169544,0.106236,0.105226,0.155516,0.212924,0.568923,0.727635,0.295945,0.130339,0.081670,0.083004,0.459750,0.000000,0.100881,0,0.016667,0,1,scripted_ai
8.976745,8.976745,8.976745,-35.963909,0.100881,1.200000,0.384715,0.584375,0,-13.894184,-33.547501,0.001139,0.163828,0.373303,0.000382,0.032590,0.044953,0.147861,0.203243,0.516690,0.662713,0.749777,0.161055,0.101444,0.092040,0.170084,0.233788,0.536806,0.686468,0.273868,0.122170,0.076952,0.069818,0.135549,0.186319,0.521169,0.698745,0.797203,0.167475,0.105488,0.102885,0.157771,0.216864,0.564898,0.724546,0.288257,0.128589,0.080995,0.080663,0.459870,0.000000,0.095251,0,0.016667,0,1,scripted_ai
8.976339,8.976339,8.976339,-35.958870,0.095251,1.200000,0.431971,0.584375,0,-13.916571,-33.399803,-0.003512,0.161468,0.371770,-0.001206,0.032604,0.045162,0.150384,0.207484,0.512621,0.659275,0.742644,0.158704,0.100451,0.091394,0.172606,0.238144,0.532856,0.678813,0.266114,0.120115,0.076026,0.069171,0.137830,0.190164,0.539703,0.695228,0.790117,0.165465,0.104731,0.100502,0.160052,0.220824,0.560811,0.721252,0.281095,0.126877,0.080306,0.078279,0.459986,0.000000,0.090095,0,0.016667,0,1,scripted_ai
8.975949,8.975949,8.975949,-35.954105,0.090095,1.200000,0.519744,0.584375,0,-13.939360,-33.252167,-0.007940,0.159422,0.370550,-0.002799,0.032682,0.045410,0.152921,0.211737,0.508497,0.655658,0.735406,0.156421,0.099459,0.090730,0.175143,0.242507,0.528844,0.671149,0.258851,0.118110,0.075099,0.068508,0.140138,0.194038,0.536322,0.691535,0.782924,0.163503,0.103962,0.098075,0.162360,0.224807,0.556669,0.714120,0.274371,0.125191,0.079602,0.075853,0.460098,0.000000,0.085363,0,0.016667,0,1,scripted_ai
8.975574,8.975574,8.975574,-35.949593,0.085363,1.200000,0.631373,0.584375,0,-13.962581,-33.104599,-0.012177,0.157667,0.369618,-0.004409,0.032821,0.045697,0.155475,0.216006,0.504322,0.651874,0.728069,0.154196,0.098465,0.090047,0.177697,0.246880,0.524776,0.663478,0.252001,0.116143,0.074165,0.067825,0.142475,0.197944,0.532023,0.687680,0.775630,0.161576,0.103178,0.095605,0.164697,0.228818,0.552477,0.706414,0.268014,0.123523,0.078878,0.073383,0.460205,0.000000,0.081026,0,0.016667,0,1,scripted_ai
8.975212,8.975212,8.975212,-35.945309,0.081026,1.200000,0.629877,0.587500,0,-13.986257,-32.957108,0.051357,0.206326,0.360511,0.015163,0.039966,0.042648,0.158048,0.220293,0.500104,0.647941,0.720641,0.152015,0.097464,0.089343,0.180270,0.251268,0.520660,0.655800,0.245498,0.114204,0.073222,0.067121,0.144841,0.201885,0.527687,0.683679,0.768244,0.159675,0.102376,0.093845,0.167063,0.232859,0.548244,0.698702,0.261965,0.121864,0.078133,0.071623,0.460308,0.000000,0.142463,0,0.016667,0,1,scripted_ai
8.974865,8.974865,8.974865,-35.937752,0.142463,1.200000,0.564861,0.587500,0,-14.010465,-32.809692,0.045414,0.202090,0.356338,0.013711,0.039721,0.042532,0.160905,0.225571,0.496759,0.641955,0.714367,0.149012,0.096214,0.088564,0.183127,0.256724,0.517496,0.648441,0.236150,0.111622,0.072072,0.066342,0.147331,0.206542,0.524133,0.681919,0.762042,0.157158,0.101473,0.093406,0.169554,0.237696,0.544871,0.691284,0.253385,0.119768,0.077332,0.071183,0.460408,0.000000,0.134458,0,0.016667,0,1,scripted_ai
8.974530,8.974530,8.974530,-35.930622,0.134458,1.200000,0.535411,0.587500,0,-14.035264,-32.662369,0.039880,0.198319,0.352616,0.012319,0.039559,0.042465,0.163785,0.230873,0.493336,0.634429,0.707942,0.146123,0.094968,0.087761,0.186007,0.262197,0.514245,0.641073,0.227532,0.109123,0.070921,0.065538,0.149864,0.211250,0.520511,0.677215,0.755686,0.154719,0.100555,0.092923,0.172087,0.242575,0.541421,0.683860,0.245455,0.117718,0.076508,0.070701,0.460503,0.000000,0.127105,0,0.016667,0,1,scripted_ai
8.974209,8.974209,8.974209,-35.923885,0.127105,1.200000,0.547349,0.587500,0,-14.060700,-32.515144,0.034713,0.194978,0.349309,0.010976,0.039478,0.042445,0.166692,0.236204,0.489841,0.626899,0.701374,0.143326,0.093722,0.086929,0.188914,0.267694,0.510915,0.633694,0.219517,0.106687,0.069763,0.064707,0.152442,0.216012,0.516828,0.669633,0.749185,0.152339,0.099615,0.092395,0.174664,0.247501,0.537901,0.676428,0.238061,0.115699,0.075657,0.070173,0.460595,0.000000,0.120342,0,0.016667,0,1,scripted_ai
8.973899,8.973899,8.973899,-35.917511,0.120342,1.200000,0.598238,0.587500,0,-14.086807,-32.368034,0.029874,0.192032,0.346385,0.009675,0.039475,0.042470,0.169628,0.241570,0.486283,0.619367,0.694673,0.140604,0.092469,0.086066,0.191850,0.273217,0.507512,0.626303,0.212003,0.104300,0.068594,0.063844,0.155064,0.220830,0.513089,0.662050,0.742546,0.150004,0.098651,0.091820,0.177287,0.252477,0.534319,0.668987,0.231110,0.113700,0.074776,0.069598,0.460684,0.000000,0.114122,0,0.016667,0,1,scripted_ai
8.973601,8.973601,8.973601,-35.911469,0.114122,1.200000,0.679403,0.587500,0,-14.113609,-32.221046,0.025327,0.189451,0.343811,0.008405,0.039546,0.042536,0.172595,0.246975,0.482668,0.611829,0.687846,0.137939,0.091205,0.085170,0.194817,0.278774,0.504046,0.618900,0.204906,0.101948,0.067408,0.062948,0.157734,0.225709,0.509302,0.654465,0.735780,0.147701,0.097659,0.091197,0.179956,0.257508,0.530681,0.661536,0.224526,0.111710,0.073862,0.068975,0.460769,0.000000,0.108394,0,0.016667,0,1,scripted_ai
8.973314,8.973314,8.973314,-35.905731,0.108394,1.200000,0.781475,0.587500,0,-14.141123,-32.074192,0.021037,0.187207,0.341562,0.007159,0.039691,0.042643,0.175595,0.252422,0.479002,0.604285,0.680901,0.135320,0.089925,0.084238,0.197817,0.284367,0.500523,0.611485,0.198158,0.099622,0.066203,0.062016,0.160450,0.230650,0.505472,0.646876,0.728892,0.145420,0.096637,0.090525,0.182672,0.262595,0.526993,0.654076,0.218248,0.109722,0.072914,0.068303,0.460851,0.000000,0.103107,0,0.016667,0,1,scripted_ai
8.973039,8.973039,8.973039,-35.900276,0.103107,1.200000,0.720509,0.590625,0,-14.169356,-31.927475,0.065491,0.286919,0.311030,0.019105,0.056289,0.036418,0.178629,0.257915,0.475291,0.596735,0.673844,0.132736,0.088628,0.083270,0.200852,0.290001,0.496948,0.604057,0.191704,0.097313,0.064976,0.061047,0.163213,0.235656,0.501604,0.639283,0.721890,0.143153,0.095583,0.089804,0.185435,0.267741,0.523261,0.646605,0.212225,0.107729,0.071931,0.067582,0.460929,0.000000,0.151956,0,0.016667,0,1,scripted_ai
8.972774,8.972774,8.972774,-35.892208,0.151956,1.200000,0.661499,0.590625,0,-14.198366,-31.780897,0.059607,0.283586,0.305983,0.017777,0.056448,0.036148,0.181962,0.264457,0.472341,0.589449,0.667752,0.129599,0.087137,0.082228,0.204184,0.296754,0.494201,0.596952,0.183745,0.094575,0.063588,0.060006,0.166143,0.241466,0.498420,0.631933,0.715880,0.140477,0.094450,0.089130,0.188365,0.273763,0.520280,0.639436,0.204878,0.105452,0.070901,0.066907,0.461005,0.000000,0.143802,0,0.016667,0,1,scripted_ai
8.972518,8.972518,8.972518,-35.884579,0.143802,1.200000,0.633819,0.590625,0,-14.228189,-31.634474,0.054136,0.280749,0.301379,0.016513,0.056710,0.035924,0.185331,0.271052,0.469317,0.582153,0.661499,0.126545,0.085637,0.081147,0.207554,0.303553,0.491370,0.589828,0.176277,0.091891,0.062185,0.058925,0.169129,0.247356,0.495172,0.624576,0.709705,0.137849,0.093287,0.088397,0.191351,0.279856,0.517226,0.632252,0.197963,0.103195,0.069835,0.066174,0.461078,0.000000,0.136301,0,0.016667,0,1,scripted_ai
8.972272,8.972272,8.972272,-35.877354,0.136301,1.200000,0.641573,0.590625,0,-14.258854,-31.488218,0.049035,0.278373,0.297182,0.015306,0.057071,0.035744,0.188740,0.277704,0.466226,0.574846,0.655095,0.123554,0.084122,0.080024,0.210962,0.310401,0.488464,0.582685,0.169215,0.089244,0.060762,0.057802,0.172173,0.253328,0.491868,0.617212,0.703375,0.135257,0.092089,0.087604,0.194395,0.286025,0.514106,0.625051,0.191403,0.100946,0.068729,0.065381,0.461148,0.000000,0.129388,0,0.016667,0,1,scripted_ai
8.972035,8.972035,8.972035,-35.870499,0.129388,1.200000,0.683577,0.590625,0,-14.290376,-31.342142,0.044267,0.276425,0.293357,0.014148,0.057529,0.035603,0.192190,0.284418,0.463075,0.567528,0.648547,0.120613,0.082588,0.078857,0.214412,0.317304,0.485490,0.575522,0.162490,0.086624,0.059315,0.056635,0.175275,0.259386,0.488514,0.609839,0.696899,0.132686,0.090855,0.086750,0.197497,0.292272,0.510928,0.617833,0.185135,0.098697,0.067581,0.064528,0.461216,0.000000,0.123014,0,0.016667,0,1,scripted_ai
8.971807,8.971807,8.971807,-35.863983,0.123014,1.200000,0.754136,0.590625,0,-14.322764,-31.196257,0.039795,0.274875,0.289872,0.013030,0.058084,0.035501,0.195682,0.291198,0.459873,0.560199,0.641866,0.117709,0.081032,0.077644,0.217905,0.324267,0.482456,0.568340,0.156043,0.084020,0.057840,0.055422,0.178435,0.265532,0.485115,0.602457,0.690286,0.130128,0.089582,0.085836,0.200657,0.298601,0.507699,0.610599,0.179108,0.096439,0.066390,0.063614,0.461281,0.000000,0.117126,0,0.016667,0,1,scripted_ai
8.971588,8.971588,8.971588,-35.857780,0.117126,1.200000,0.846138,0.590625,0,-14.356023,-31.050568,0.035589,0.273699,0.286702,0.011944,0.058734,0.035434,0.199219,0.298046,0.456623,0.552857,0.635059,0.114831,0.079451,0.076384,0.221441,0.331292,0.479370,0.561139,0.149828,0.081424,0.056337,0.054162,0.181653,0.271767,0.481678,0.595066,0.683544,0.127576,0.088269,0.084862,0.203875,0.305013,0.504424,0.603348,0.173280,0.094168,0.065155,0.062640,0.461344,0.000000,0.111679,0,0.016667,0,1,scripted_ai
8.971377,8.971377,8.971377,-35.851868,0.111679,1.200000,0.806374,0.593750,0,-14.390148,-30.905085,0.071098,0.331339,0.246997,0.021240,0.064172,0.029453,0.202799,0.304965,0.453332,0.545503,0.628133,0.111972,0.077843,0.075077,0.225021,0.338383,0.476235,0.553921,0.143809,0.078829,0.054802,0.052855,0.184929,0.278093,0.478208,0.587665,0.676681,0.125022,0.086916,0.083827,0.207151,0.311511,0.501110,0.596082,0.167616,0.091879,0.063875,0.061605,0.461404,0.000000,0.155664,0,0.016667,0,1,scripted_ai
8.971174,8.971174,8.971174,-35.843601,0.155664,1.200000,0.731036,0.593750,0,-14.425182,-30.759806,0.065360,0.328493,0.241299,0.019972,0.064526,0.029038,0.206719,0.313129,0.450786,0.538437,0.622113,0.108702,0.076071,0.073695,0.228941,0.346790,0.473908,0.547044,0.136893,0.075924,0.053132,0.051473,0.188420,0.285411,0.475407,0.580532,0.670750,0.122173,0.085498,0.082827,0.210643,0.319073,0.498529,0.589139,0.161181,0.089394,0.062559,0.060605,0.461462,0.000000,0.147710,0,0.016667,0,1,scripted_ai
8.970979,8.970979,8.970979,-35.835762,0.147710,1.200000,0.681558,0.593750,0,-14.461149,-30.614748,0.060019,0.326137,0.236017,0.018768,0.064984,0.028664,0.210685,0.321375,0.448171,0.531352,0.615928,0.105487,0.074279,0.072262,0.232907,0.355273,0.471503,0.540138,0.130290,0.073047,0.051436,0.050040,0.191978,0.292840,0.472549,0.573383,0.664650,0.119349,0.084040,0.081759,0.214200,0.326737,0.495881,0.582170,0.155016,0.086909,0.061197,0.059536,0.461518,0.000000,0.140386,0,0.016667,0,1,scripted_ai
8.970791,8.970791,8.970791,-35.828316,0.140386,1.200000,0.663772,0.593750,0,-14.498063,-30.469925,0.055034,0.324238,0.231116,0.017620,0.065545,0.028329,0.214699,0.329709,0.445494,0.524247,0.609586,0.102311,0.072462,0.070778,0.236921,0.363835,0.469029,0.533205,0.123947,0.070188,0.049711,0.048556,0.195601,0.300381,0.469639,0.566218,0.658390,0.116539,0.082539,0.080621,0.217823,0.334507,0.493173,0.575176,0.149072,0.084416,0.059788,0.058399,0.461572,0.000000,0.133634,0,0.016667,0,1,scripted_ai
8.970611,8.970611,8.970611,-35.821232,0.133634,1.200000,0.680182,0.593750,0,-14.535932,-30.325348,0.050370,0.322766,0.226564,0.016522,0.066207,0.028030,0.218762,0.338134,0.442763,0.517123,0.603097,0.099164,0.070619,0.069240,0.240984,0.372483,0.466492,0.526245,0.117817,0.067338,0.047954,0.047018,0.199290,0.308037,0.466684,0.559037,0.651979,0.113734,0.080995,0.079414,0.221512,0.342386,0.490412,0.568158,0.143309,0.081908,0.058330,0.057191,0.461623,0.000000,0.127397,0,0.016667,0,1,scripted_ai
8.970437,8.970437,8.970437,-35.814484,0.127397,1.200000,0.728481,0.593750,0,-14.574755,-30.181025,0.045998,0.321698,0.222333,0.015467,0.066969,0.027765,0.222875,0.346654,0.439983,0.509981,0.596468,0.096036,0.068745,0.067648,0.245097,0.381217,0.463898,0.519259,0.111863,0.064489,0.046163,0.045426,0.203045,0.315810,0.463688,0.551839,0.645425,0.110928,0.079405,0.078138,0.225267,0.350374,0.487603,0.561117,0.137695,0.079380,0.056823,0.055915,0.461673,0.000000,0.121641,0,0.016667,0,1,scripted_ai
8.970270,8.970270,8.970270,-35.808041,0.121641,1.200000,0.802929,0.593750,0,-14.614527,-30.036964,0.041884,0.321007,0.218393,0.014446,0.067831,0.027530,0.227039,0.355271,0.437161,0.502820,0.589709,0.092920,0.066840,0.066001,0.249262,0.383309,0.461256,0.512248,0.106055,0.061634,0.044335,0.043779,0.206865,0.323702,0.460659,0.544625,0.638739,0.108114,0.077770,0.076793,0.229087,0.358475,0.484754,0.554053,0.132200,0.076828,0.055265,0.054571,0.461720,0.000000,0.116319,0,0.016667,0,1,scripted_ai
8.970109,8.970109,8.970109,-35.801884,0.116319,1.200000,0.897027,0.593750,0,-14.655239,-29.893173,0.038006,0.320677,0.214725,0.013454,0.068795,0.027326,0.231255,0.359565,0.434302,0.495642,0.582826,0.089808,0.064902,0.064299,0.253477,0.379657,0.458570,0.505214,0.100368,0.058770,0.042471,0.042076,0.210749,0.331713,0.457599,0.537397,0.631925,0.105288,0.076089,0.075381,0.232971,0.366690,0.481868,0.546969,0.126805,0.074249,0.053658,0.053159,0.461766,0.000000,0.111392,0,0.016667,0,1,scripted_ai
